customer_id,clv_decile,churn_risk,current_bb_speed,network_activity,account_tenure,time_of_last_broadband_upgrade,broadband_type,customer_segment
42311,4,0,Copper,medium,39,2022-02-10,Copper,Aspirational Adopters
37390,9,0,Copper,heavy,57,2021-11-14,Copper,Peak Performers
55928,5,0,1Gig,heavy,8,2017-06-16,Fiber,Foolproof Followers
66615,3,0,1Gig,medium,9,2019-12-27,Fiber,Budget Balancers
76000,9,0,2Gig,medium,108,2025-07-30,Fiber,Aspirational Adopters
68839,7,0,2Gig,light,110,2016-10-11,Fiber,Foolproof Followers
89248,8,0,2Gig,light,106,2025-05-17,Fiber,Budget Balancers
73942,2,0,1Gig,medium,84,2022-06-30,Fiber,Peak Performers
6330,10,0,1Gig,medium,66,2023-06-21,Fiber,Settled Simplifiers
44711,9,0,1Gig,light,20,2017-05-07,Fiber,Settled Simplifiers
64657,2,0,500mb,medium,69,2017-02-12,Fiber,Budget Balancers
98974,6,0,2Gig,heavy,91,2023-11-14,Fiber,Settled Simplifiers
30444,8,0,500mb,medium,67,2016-07-03,Fiber,Settled Simplifiers
12701,4,0,Copper,heavy,87,2025-02-12,Copper,Foolproof Followers
36609,8,0,1Gig,light,88,2024-11-02,Fiber,Settled Simplifiers
77081,4,0,500mb,medium,98,2020-11-24,Fiber,Foolproof Followers
66673,8,0,1Gig,medium,77,2025-10-10,Fiber,Peak Performers
23164,7,0,2Gig,medium,87,2025-03-18,Fiber,Peak Performers
57487,10,0,500mb,light,41,2024-04-27,Fiber,Settled Simplifiers
42001,1,0,Copper,medium,27,2016-10-24,Copper,Aspirational Adopters
49726,9,0,500mb,medium,76,2024-02-23,Fiber,Settled Simplifiers
59445,10,0,1Gig,medium,12,2025-10-22,Fiber,Peak Performers
85119,5,0,2Gig,medium,37,2023-08-24,Fiber,Aspirational Adopters
48481,3,0,1Gig,light,12,2023-04-08,Fiber,Aspirational Adopters
77733,3,0,1Gig,light,47,2023-09-12,Fiber,Peak Performers
77799,10,0,500mb,light,11,2021-03-08,Fiber,Peak Performers
1021,8,0,2Gig,medium,113,2016-08-02,Fiber,Foolproof Followers
19957,4,0,Copper,medium,77,2023-02-15,Copper,Peak Performers
10983,10,0,500mb,heavy,22,2018-07-02,Fiber,Foolproof Followers
66765,3,0,500mb,medium,74,2020-06-21,Fiber,Settled Simplifiers
77275,4,0,500mb,light,14,2019-11-20,Fiber,Settled Simplifiers
24046,8,0,Copper,medium,8,2025-10-06,Copper,Settled Simplifiers
90934,2,0,500mb,light,2,2018-04-25,Fiber,Peak Performers
62536,1,0,500mb,medium,118,2025-07-17,Fiber,Settled Simplifiers
37918,8,0,500mb,light,102,2023-07-10,Fiber,Foolproof Followers
57107,9,0,2Gig,light,41,2019-04-28,Fiber,Peak Performers
58951,1,0,2Gig,heavy,82,2016-01-20,Fiber,Aspirational Adopters
82685,1,0,2Gig,medium,90,2023-11-07,Fiber,Settled Simplifiers
53593,1,0,1Gig,heavy,41,2017-08-14,Fiber,Settled Simplifiers
58838,9,0,500mb,light,20,2021-01-31,Fiber,Settled Simplifiers
46526,2,0,2Gig,light,85,2023-05-18,Fiber,Aspirational Adopters
97624,2,0,1Gig,medium,65,2019-05-24,Fiber,Budget Balancers
5930,8,0,500mb,medium,46,2025-06-27,Fiber,Aspirational Adopters
94699,5,0,1Gig,light,41,2017-06-22,Fiber,Budget Balancers
80823,7,0,1Gig,medium,111,2016-10-08,Fiber,Budget Balancers
79792,1,0,1Gig,heavy,70,2021-06-16,Fiber,Settled Simplifiers
77527,7,0,500mb,medium,37,2022-10-30,Fiber,Settled Simplifiers
44125,10,0,2Gig,medium,3,2025-07-22,Fiber,Peak Performers
44147,5,0,2Gig,heavy,57,2020-01-30,Fiber,Settled Simplifiers
15602,7,0,500mb,medium,13,2023-10-06,Fiber,Peak Performers
90037,1,0,500mb,medium,82,2019-11-09,Fiber,Peak Performers
31646,2,0,1Gig,light,115,2017-09-01,Fiber,Peak Performers
73000,1,0,500mb,medium,72,2019-10-26,Fiber,Foolproof Followers
52733,1,0,500mb,medium,60,2018-01-23,Fiber,Settled Simplifiers
16706,8,0,500mb,light,21,2025-03-31,Fiber,Foolproof Followers
46448,9,0,1Gig,light,89,2017-11-27,Fiber,Settled Simplifiers
55360,9,0,Copper,medium,7,2016-10-01,Copper,Foolproof Followers
85599,3,0,1Gig,medium,63,2025-09-21,Fiber,Settled Simplifiers
69378,1,0,1Gig,heavy,16,2025-01-02,Fiber,Settled Simplifiers
67489,9,0,1Gig,heavy,97,2025-07-16,Fiber,Foolproof Followers
17352,9,0,2Gig,light,56,2025-04-16,Fiber,Peak Performers
9571,10,0,500mb,heavy,37,2021-09-10,Fiber,Peak Performers
87554,8,0,1Gig,medium,78,2017-06-28,Fiber,Budget Balancers
3137,5,0,2Gig,medium,18,2021-09-25,Fiber,Foolproof Followers
56548,3,0,2Gig,light,109,2017-12-01,Fiber,Settled Simplifiers
4467,8,0,500mb,medium,95,2016-03-17,Fiber,Budget Balancers
16568,9,0,500mb,medium,109,2016-01-29,Fiber,Peak Performers
95335,9,0,Copper,light,54,2018-03-01,Copper,Settled Simplifiers
61586,9,0,Copper,medium,24,2024-04-15,Copper,Peak Performers
72690,3,0,500mb,medium,75,2020-04-16,Fiber,Settled Simplifiers
34522,10,1,1Gig,light,23,2022-04-18,Fiber,Peak Performers
95399,3,0,2Gig,medium,68,2023-10-28,Fiber,Settled Simplifiers
15833,1,0,500mb,light,99,2023-06-16,Fiber,Settled Simplifiers
21860,8,0,1Gig,medium,104,2024-12-03,Fiber,Settled Simplifiers
2034,1,0,500mb,light,10,2017-08-31,Fiber,Settled Simplifiers
59516,4,0,Copper,light,99,2021-09-21,Copper,Foolproof Followers
23582,10,0,500mb,medium,21,2021-12-27,Fiber,Settled Simplifiers
25966,1,0,500mb,medium,25,2021-07-03,Fiber,Settled Simplifiers
82921,8,0,2Gig,heavy,89,2024-09-15,Fiber,Foolproof Followers
64776,5,0,1Gig,medium,8,2022-08-29,Fiber,Settled Simplifiers
93064,9,0,2Gig,light,51,2019-12-09,Fiber,Settled Simplifiers
19451,10,1,1Gig,heavy,24,2016-12-31,Fiber,Settled Simplifiers
89942,3,0,1Gig,medium,63,2023-11-24,Fiber,Settled Simplifiers
55185,2,0,1Gig,medium,55,2018-09-18,Fiber,Peak Performers
53544,8,0,2Gig,medium,92,2023-03-27,Fiber,Settled Simplifiers
10684,8,0,2Gig,medium,71,2019-06-23,Fiber,Settled Simplifiers
15462,1,0,Copper,medium,32,2018-07-22,Copper,Settled Simplifiers
41137,3,0,Copper,heavy,51,2020-06-21,Copper,Settled Simplifiers
44771,6,0,1Gig,medium,7,2020-02-05,Fiber,Budget Balancers
37603,6,0,500mb,medium,110,2025-02-04,Fiber,Settled Simplifiers
34116,3,0,1Gig,medium,71,2016-09-02,Fiber,Peak Performers
79371,5,0,500mb,light,36,2018-05-15,Fiber,Foolproof Followers
18107,7,0,1Gig,medium,95,2021-05-12,Fiber,Peak Performers
76646,2,0,Copper,heavy,97,2020-07-28,Copper,Peak Performers
53428,8,0,1Gig,light,18,2022-08-13,Fiber,Peak Performers
32106,3,0,500mb,medium,105,2017-02-18,Fiber,Settled Simplifiers
70467,1,0,1Gig,light,107,2021-01-01,Fiber,Peak Performers
16421,1,0,Copper,medium,39,2023-12-16,Copper,Foolproof Followers
74625,9,0,1Gig,medium,111,2023-09-04,Fiber,Settled Simplifiers
96738,3,0,500mb,medium,120,2025-02-12,Fiber,Settled Simplifiers
54900,6,0,500mb,heavy,15,2020-11-25,Fiber,Settled Simplifiers
58848,5,0,Copper,medium,81,2021-09-22,Copper,Settled Simplifiers
30193,4,0,500mb,light,114,2023-04-20,Fiber,Foolproof Followers
79328,7,0,1Gig,heavy,99,2021-05-22,Fiber,Foolproof Followers
63460,6,0,1Gig,medium,78,2017-12-19,Fiber,Peak Performers
47487,3,0,2Gig,light,51,2018-03-07,Fiber,Budget Balancers
10020,7,0,2Gig,heavy,114,2022-01-02,Fiber,Peak Performers
66276,7,0,500mb,medium,74,2020-01-01,Fiber,Settled Simplifiers
73461,3,0,500mb,medium,44,2020-09-18,Fiber,Budget Balancers
96380,1,0,1Gig,medium,44,2016-11-01,Fiber,Foolproof Followers
10446,6,0,1Gig,heavy,37,2018-09-22,Fiber,Settled Simplifiers
47433,3,0,1Gig,light,57,2017-10-30,Fiber,Foolproof Followers
53730,2,0,1Gig,medium,120,2023-03-21,Fiber,Peak Performers
58329,6,0,1Gig,heavy,107,2025-06-12,Fiber,Peak Performers
31595,10,0,1Gig,light,103,2019-11-23,Fiber,Settled Simplifiers
15128,3,0,1Gig,heavy,95,2016-05-05,Fiber,Settled Simplifiers
41264,6,0,500mb,heavy,24,2017-05-24,Fiber,Settled Simplifiers
59746,10,0,500mb,medium,16,2019-02-21,Fiber,Budget Balancers
30264,1,0,2Gig,medium,117,2016-09-23,Fiber,Foolproof Followers
47444,2,0,1Gig,light,57,2016-05-23,Fiber,Settled Simplifiers
31861,2,0,Copper,light,93,2021-12-02,Copper,Settled Simplifiers
43082,10,0,Copper,medium,84,2022-10-24,Copper,Settled Simplifiers
31986,1,0,2Gig,light,71,2021-12-03,Fiber,Settled Simplifiers
38413,7,0,Copper,medium,41,2017-01-19,Copper,Aspirational Adopters
75399,10,0,500mb,medium,83,2020-03-23,Fiber,Settled Simplifiers
25563,4,0,500mb,light,89,2024-01-21,Fiber,Peak Performers
35283,2,0,2Gig,light,80,2023-01-20,Fiber,Aspirational Adopters
41542,5,0,2Gig,medium,54,2017-10-23,Fiber,Foolproof Followers
57806,10,0,500mb,medium,117,2023-08-07,Fiber,Budget Balancers
68202,9,0,2Gig,medium,70,2016-11-12,Fiber,Peak Performers
68741,7,0,2Gig,medium,118,2022-09-27,Fiber,Foolproof Followers
61910,5,0,500mb,medium,40,2021-04-17,Fiber,Settled Simplifiers
79575,7,0,1Gig,medium,4,2016-10-31,Fiber,Peak Performers
6742,2,0,Copper,light,85,2021-12-09,Copper,Peak Performers
69175,1,0,1Gig,heavy,104,2022-11-13,Fiber,Settled Simplifiers
15892,9,0,2Gig,medium,99,2018-10-16,Fiber,Peak Performers
70644,5,0,1Gig,light,8,2023-01-28,Fiber,Settled Simplifiers
54799,8,0,1Gig,heavy,96,2021-10-07,Fiber,Foolproof Followers
71858,7,0,500mb,heavy,80,2018-10-16,Fiber,Peak Performers
82618,3,0,500mb,medium,88,2021-11-17,Fiber,Peak Performers
75293,7,0,2Gig,medium,24,2023-09-27,Fiber,Peak Performers
65995,10,0,Copper,medium,9,2017-08-28,Copper,Budget Balancers
74109,1,0,500mb,medium,41,2022-04-23,Fiber,Settled Simplifiers
29437,8,0,500mb,medium,44,2022-02-05,Fiber,Settled Simplifiers
10134,9,0,2Gig,medium,62,2017-08-11,Fiber,Settled Simplifiers
10282,2,0,1Gig,medium,120,2021-01-29,Fiber,Settled Simplifiers
85094,6,0,500mb,light,48,2019-01-12,Fiber,Settled Simplifiers
49951,7,0,2Gig,medium,88,2018-08-01,Fiber,Settled Simplifiers
19671,6,0,2Gig,medium,81,2018-07-21,Fiber,Peak Performers
4273,6,0,500mb,medium,23,2023-01-18,Fiber,Budget Balancers
76374,6,0,2Gig,light,1,2018-02-22,Fiber,Foolproof Followers
49656,4,0,Copper,heavy,92,2024-02-20,Copper,Peak Performers
28164,10,0,500mb,medium,112,2024-03-22,Fiber,Aspirational Adopters
45096,5,0,2Gig,medium,87,2018-03-05,Fiber,Foolproof Followers
76217,8,0,500mb,medium,44,2024-09-19,Fiber,Foolproof Followers
66609,10,0,1Gig,heavy,67,2023-07-29,Fiber,Foolproof Followers
66952,6,0,1Gig,medium,7,2016-01-11,Fiber,Settled Simplifiers
41040,2,0,2Gig,medium,96,2021-03-22,Fiber,Settled Simplifiers
27720,1,0,500mb,medium,93,2016-02-20,Fiber,Settled Simplifiers
79828,1,0,1Gig,heavy,33,2016-01-06,Fiber,Peak Performers
13925,6,0,500mb,medium,66,2025-04-08,Fiber,Settled Simplifiers
3347,6,0,1Gig,light,118,2025-10-30,Fiber,Settled Simplifiers
77494,4,0,1Gig,light,70,2019-11-04,Fiber,Budget Balancers
19670,6,0,1Gig,medium,12,2018-01-29,Fiber,Peak Performers
38126,9,0,1Gig,light,36,2025-02-19,Fiber,Foolproof Followers
5848,10,0,500mb,medium,80,2016-06-28,Fiber,Settled Simplifiers
48275,5,0,Copper,medium,71,2018-11-08,Copper,Peak Performers
87732,4,0,Copper,light,22,2023-09-28,Copper,Settled Simplifiers
4084,6,0,500mb,medium,66,2021-04-06,Fiber,Settled Simplifiers
81516,5,0,500mb,medium,31,2021-01-19,Fiber,Peak Performers
38544,2,0,500mb,light,63,2021-03-31,Fiber,Foolproof Followers
61694,10,0,500mb,light,96,2017-10-16,Fiber,Aspirational Adopters
49115,2,0,2Gig,light,63,2017-05-16,Fiber,Settled Simplifiers
85457,6,0,1Gig,light,18,2020-11-22,Fiber,Peak Performers
53496,1,0,500mb,medium,57,2024-07-31,Fiber,Peak Performers
43908,6,0,1Gig,light,27,2022-11-08,Fiber,Foolproof Followers
92218,2,0,1Gig,medium,70,2024-11-07,Fiber,Peak Performers
79557,6,0,2Gig,heavy,54,2018-09-30,Fiber,Budget Balancers
42801,5,0,Copper,medium,64,2023-10-18,Copper,Foolproof Followers
3237,6,0,2Gig,medium,26,2016-12-17,Fiber,Peak Performers
87241,8,0,2Gig,light,20,2016-02-14,Fiber,Settled Simplifiers
37105,9,0,1Gig,medium,89,2017-08-21,Fiber,Settled Simplifiers
55899,7,0,Copper,medium,22,2021-09-22,Copper,Peak Performers
87165,10,0,1Gig,medium,61,2020-01-11,Fiber,Peak Performers
9358,4,0,1Gig,medium,5,2021-06-05,Fiber,Settled Simplifiers
54522,3,0,500mb,light,48,2018-03-18,Fiber,Peak Performers
48675,8,0,2Gig,heavy,62,2025-06-02,Fiber,Settled Simplifiers
74759,8,0,2Gig,medium,74,2025-09-24,Fiber,Foolproof Followers
42702,1,0,2Gig,medium,5,2023-09-10,Fiber,Foolproof Followers
26745,10,0,500mb,medium,87,2021-11-14,Fiber,Settled Simplifiers
31062,10,0,500mb,medium,85,2020-05-21,Fiber,Peak Performers
10152,5,0,500mb,light,96,2025-01-31,Fiber,Budget Balancers
66983,3,0,1Gig,heavy,26,2024-05-09,Fiber,Foolproof Followers
14836,5,0,500mb,heavy,119,2025-04-30,Fiber,Settled Simplifiers
86010,4,0,2Gig,light,113,2019-03-04,Fiber,Settled Simplifiers
66446,10,0,500mb,medium,27,2018-07-18,Fiber,Budget Balancers
99303,2,0,1Gig,heavy,3,2017-02-02,Fiber,Settled Simplifiers
14309,10,0,1Gig,medium,36,2024-01-21,Fiber,Settled Simplifiers
45840,7,0,1Gig,medium,2,2023-12-11,Fiber,Foolproof Followers
30763,2,0,2Gig,medium,76,2018-11-04,Fiber,Peak Performers
78720,1,0,500mb,medium,72,2022-04-23,Fiber,Budget Balancers
88004,5,0,1Gig,medium,81,2016-01-13,Fiber,Settled Simplifiers
89560,1,0,1Gig,light,41,2024-02-04,Fiber,Peak Performers
46313,3,0,Copper,medium,47,2022-03-21,Copper,Foolproof Followers
2113,7,0,500mb,heavy,56,2018-04-18,Fiber,Settled Simplifiers
33744,5,0,500mb,heavy,108,2020-09-11,Fiber,Peak Performers
33955,8,0,1Gig,medium,45,2018-09-21,Fiber,Budget Balancers
7971,9,0,1Gig,light,23,2025-09-25,Fiber,Settled Simplifiers
95295,1,0,2Gig,medium,25,2017-03-01,Fiber,Settled Simplifiers
91760,10,0,1Gig,light,49,2021-08-06,Fiber,Settled Simplifiers
5500,8,0,500mb,medium,6,2021-09-26,Fiber,Budget Balancers
41594,3,0,500mb,light,89,2017-09-06,Fiber,Budget Balancers
76008,9,0,1Gig,medium,79,2018-07-07,Fiber,Peak Performers
57713,4,0,500mb,heavy,84,2017-03-21,Fiber,Peak Performers
66417,10,0,1Gig,medium,86,2018-05-01,Fiber,Settled Simplifiers
24151,1,0,1Gig,light,115,2018-01-25,Fiber,Peak Performers
5047,9,0,2Gig,medium,69,2023-11-12,Fiber,Aspirational Adopters
15001,6,0,500mb,medium,4,2022-04-06,Fiber,Budget Balancers
30497,10,0,2Gig,medium,23,2021-08-25,Fiber,Settled Simplifiers
6499,8,0,1Gig,medium,50,2024-02-02,Fiber,Foolproof Followers
80996,3,0,1Gig,heavy,72,2020-05-01,Fiber,Foolproof Followers
19255,4,0,500mb,light,101,2023-01-12,Fiber,Settled Simplifiers
85937,2,0,2Gig,medium,5,2023-05-30,Fiber,Settled Simplifiers
82620,6,0,Copper,medium,24,2018-07-05,Copper,Budget Balancers
29809,8,0,Copper,medium,46,2022-12-16,Copper,Peak Performers
16676,2,1,500mb,medium,96,2017-07-20,Fiber,Settled Simplifiers
85681,6,0,1Gig,heavy,16,2020-12-14,Fiber,Foolproof Followers
91191,1,0,1Gig,medium,111,2022-01-19,Fiber,Peak Performers
36195,2,0,500mb,medium,64,2025-04-06,Fiber,Foolproof Followers
33818,9,0,500mb,light,39,2016-10-27,Fiber,Settled Simplifiers
86673,7,0,2Gig,medium,104,2019-08-25,Fiber,Budget Balancers
57730,9,0,500mb,medium,32,2017-10-06,Fiber,Settled Simplifiers
8395,7,0,Copper,heavy,83,2019-07-05,Copper,Budget Balancers
95800,3,0,1Gig,heavy,86,2020-10-31,Fiber,Budget Balancers
72280,3,0,1Gig,light,31,2020-12-23,Fiber,Peak Performers
79997,9,0,2Gig,heavy,59,2022-06-11,Fiber,Settled Simplifiers
36235,6,0,500mb,light,95,2024-06-24,Fiber,Foolproof Followers
10427,5,0,500mb,heavy,24,2017-11-06,Fiber,Settled Simplifiers
98594,6,0,500mb,heavy,97,2024-03-10,Fiber,Budget Balancers
7679,8,0,1Gig,medium,76,2020-01-25,Fiber,Foolproof Followers
53558,9,0,500mb,heavy,45,2024-12-08,Fiber,Peak Performers
28554,2,0,1Gig,medium,99,2021-05-01,Fiber,Peak Performers
72956,9,0,1Gig,medium,71,2022-02-10,Fiber,Aspirational Adopters
83591,6,0,1Gig,medium,35,2023-11-10,Fiber,Foolproof Followers
62942,9,0,500mb,light,106,2024-12-16,Fiber,Budget Balancers
47019,10,0,2Gig,medium,110,2021-04-07,Fiber,Peak Performers
86505,2,0,500mb,heavy,73,2024-07-21,Fiber,Foolproof Followers
61138,3,0,1Gig,heavy,27,2019-06-04,Fiber,Budget Balancers
1163,10,0,500mb,medium,54,2024-10-28,Fiber,Settled Simplifiers
57660,9,0,2Gig,heavy,30,2022-07-29,Fiber,Budget Balancers
2264,4,0,1Gig,medium,116,2016-11-05,Fiber,Settled Simplifiers
60651,4,0,2Gig,medium,53,2019-10-22,Fiber,Peak Performers
58171,9,0,2Gig,medium,10,2022-07-30,Fiber,Budget Balancers
23434,1,0,500mb,medium,90,2023-03-28,Fiber,Peak Performers
34671,4,0,1Gig,heavy,105,2022-09-22,Fiber,Budget Balancers
42073,9,0,1Gig,medium,82,2025-06-02,Fiber,Foolproof Followers
74507,6,0,500mb,light,78,2018-10-06,Fiber,Settled Simplifiers
40226,2,0,500mb,medium,3,2025-03-02,Fiber,Settled Simplifiers
16294,3,0,500mb,light,98,2025-09-22,Fiber,Foolproof Followers
88473,3,0,500mb,light,73,2022-07-22,Fiber,Settled Simplifiers
79692,6,0,1Gig,light,80,2016-02-05,Fiber,Settled Simplifiers
32836,4,0,Copper,medium,72,2020-03-02,Copper,Settled Simplifiers
35226,5,0,1Gig,medium,119,2024-04-27,Fiber,Budget Balancers
47409,1,0,1Gig,heavy,3,2025-08-25,Fiber,Peak Performers
35950,2,0,1Gig,light,57,2017-09-30,Fiber,Budget Balancers
80682,7,0,1Gig,light,63,2016-03-21,Fiber,Settled Simplifiers
5061,7,0,1Gig,medium,85,2020-03-31,Fiber,Settled Simplifiers
51722,9,0,2Gig,light,96,2016-07-13,Fiber,Settled Simplifiers
74853,3,0,500mb,medium,93,2017-02-19,Fiber,Budget Balancers
44242,6,0,1Gig,heavy,98,2016-02-11,Fiber,Peak Performers
38775,2,0,2Gig,medium,88,2024-02-07,Fiber,Aspirational Adopters
71147,1,0,2Gig,heavy,108,2020-07-25,Fiber,Foolproof Followers
32760,8,1,1Gig,light,103,2023-01-20,Fiber,Settled Simplifiers
89336,7,0,500mb,medium,79,2019-02-11,Fiber,Settled Simplifiers
35966,1,0,2Gig,light,41,2023-04-03,Fiber,Peak Performers
36792,9,0,500mb,light,107,2022-04-23,Fiber,Foolproof Followers
1991,9,0,500mb,light,4,2018-05-12,Fiber,Settled Simplifiers
17285,9,0,2Gig,medium,64,2019-08-26,Fiber,Settled Simplifiers
31225,2,0,1Gig,heavy,87,2019-06-22,Fiber,Budget Balancers
61255,2,0,2Gig,light,41,2020-04-25,Fiber,Settled Simplifiers
49977,4,0,500mb,medium,15,2022-08-01,Fiber,Aspirational Adopters
21306,10,0,1Gig,medium,58,2023-01-14,Fiber,Settled Simplifiers
34092,1,0,Copper,medium,96,2025-07-18,Copper,Settled Simplifiers
68015,6,0,1Gig,light,37,2018-02-25,Fiber,Settled Simplifiers
74489,8,0,500mb,medium,97,2020-10-04,Fiber,Foolproof Followers
75053,2,0,1Gig,light,100,2018-07-04,Fiber,Settled Simplifiers
87293,2,1,500mb,light,34,2023-02-13,Fiber,Foolproof Followers
60753,6,0,Copper,medium,72,2020-07-05,Copper,Peak Performers
70093,7,0,500mb,medium,22,2023-04-13,Fiber,Peak Performers
37673,4,0,500mb,light,119,2016-11-10,Fiber,Foolproof Followers
50871,5,0,1Gig,heavy,23,2022-11-08,Fiber,Settled Simplifiers
72522,2,0,1Gig,heavy,110,2021-01-08,Fiber,Budget Balancers
14315,9,0,1Gig,medium,66,2022-09-07,Fiber,Budget Balancers
7487,6,0,2Gig,medium,17,2023-02-28,Fiber,Peak Performers
56040,10,0,1Gig,light,99,2023-06-13,Fiber,Budget Balancers
56896,7,0,1Gig,medium,67,2016-08-12,Fiber,Settled Simplifiers
81466,8,0,1Gig,medium,84,2021-08-10,Fiber,Peak Performers
44689,3,0,500mb,light,21,2018-05-31,Fiber,Settled Simplifiers
90551,9,0,500mb,medium,64,2025-05-23,Fiber,Foolproof Followers
28383,8,0,1Gig,medium,46,2023-05-31,Fiber,Peak Performers
77459,2,0,2Gig,medium,27,2020-12-02,Fiber,Peak Performers
34411,9,0,500mb,heavy,72,2018-08-21,Fiber,Peak Performers
44069,6,0,Copper,heavy,99,2016-09-28,Copper,Settled Simplifiers
87083,10,0,2Gig,light,23,2023-06-10,Fiber,Aspirational Adopters
3407,6,0,1Gig,medium,15,2025-05-24,Fiber,Foolproof Followers
45588,9,0,1Gig,heavy,86,2020-09-09,Fiber,Foolproof Followers
95864,6,0,500mb,medium,28,2016-01-26,Fiber,Budget Balancers
4104,6,0,2Gig,light,97,2021-10-15,Fiber,Settled Simplifiers
39997,8,0,500mb,light,86,2019-05-23,Fiber,Peak Performers
6850,2,0,1Gig,light,72,2025-03-04,Fiber,Foolproof Followers
69795,2,0,2Gig,medium,89,2016-06-12,Fiber,Settled Simplifiers
56504,5,0,1Gig,light,59,2018-10-11,Fiber,Settled Simplifiers
24174,5,0,500mb,heavy,25,2018-11-12,Fiber,Foolproof Followers
49720,2,0,500mb,medium,95,2019-12-18,Fiber,Peak Performers
26966,10,0,1Gig,medium,97,2022-11-09,Fiber,Foolproof Followers
29419,7,0,Copper,heavy,19,2022-09-23,Copper,Peak Performers
5822,10,0,500mb,medium,11,2021-12-13,Fiber,Settled Simplifiers
58199,5,0,500mb,medium,45,2021-12-09,Fiber,Peak Performers
88848,8,0,500mb,light,50,2020-08-22,Fiber,Settled Simplifiers
50147,1,0,1Gig,heavy,5,2019-12-01,Fiber,Settled Simplifiers
2471,6,0,500mb,medium,111,2024-01-03,Fiber,Foolproof Followers
64928,4,0,500mb,medium,107,2020-07-29,Fiber,Settled Simplifiers
50324,1,0,500mb,medium,6,2024-06-07,Fiber,Budget Balancers
79921,7,0,500mb,medium,29,2019-02-01,Fiber,Budget Balancers
36582,9,0,1Gig,medium,86,2019-05-11,Fiber,Settled Simplifiers
7828,2,0,1Gig,medium,14,2019-04-09,Fiber,Settled Simplifiers
11075,2,0,1Gig,heavy,3,2024-07-05,Fiber,Peak Performers
94816,5,0,500mb,heavy,90,2022-05-12,Fiber,Peak Performers
50355,2,0,500mb,light,36,2022-05-28,Fiber,Foolproof Followers
97546,9,0,Copper,medium,87,2019-10-28,Copper,Settled Simplifiers
36434,5,0,2Gig,medium,44,2024-09-19,Fiber,Foolproof Followers
35429,5,0,500mb,medium,7,2024-07-07,Fiber,Aspirational Adopters
86588,3,0,500mb,light,30,2021-12-04,Fiber,Peak Performers
65393,2,0,500mb,medium,111,2018-02-27,Fiber,Settled Simplifiers
2791,2,0,500mb,heavy,49,2019-02-18,Fiber,Budget Balancers
14974,9,0,1Gig,light,11,2016-03-30,Fiber,Settled Simplifiers
59476,7,0,500mb,medium,43,2020-02-02,Fiber,Foolproof Followers
85185,9,0,2Gig,medium,98,2022-09-07,Fiber,Peak Performers
57709,4,0,1Gig,medium,95,2021-02-24,Fiber,Settled Simplifiers
30816,7,0,500mb,medium,91,2021-03-26,Fiber,Aspirational Adopters
4702,1,0,500mb,medium,70,2022-06-24,Fiber,Aspirational Adopters
18608,2,0,1Gig,light,8,2016-03-31,Fiber,Settled Simplifiers
48810,9,0,500mb,medium,69,2017-08-23,Fiber,Aspirational Adopters
16089,7,0,2Gig,medium,3,2025-08-02,Fiber,Peak Performers
27626,6,0,1Gig,medium,43,2016-09-08,Fiber,Settled Simplifiers
72479,2,0,1Gig,heavy,120,2022-09-21,Fiber,Aspirational Adopters
39969,3,0,500mb,light,111,2017-08-18,Fiber,Settled Simplifiers
30217,7,0,2Gig,medium,19,2018-08-13,Fiber,Settled Simplifiers
68288,2,0,2Gig,medium,104,2018-04-03,Fiber,Peak Performers
17975,6,0,Copper,medium,65,2019-06-02,Copper,Settled Simplifiers
90705,8,0,2Gig,heavy,3,2024-02-11,Fiber,Settled Simplifiers
10283,3,0,1Gig,medium,66,2020-08-19,Fiber,Settled Simplifiers
89888,1,0,2Gig,medium,26,2024-09-02,Fiber,Settled Simplifiers
63729,8,0,1Gig,medium,117,2024-08-29,Fiber,Foolproof Followers
81510,9,0,500mb,light,1,2022-03-29,Fiber,Peak Performers
53849,1,0,2Gig,medium,57,2019-01-15,Fiber,Peak Performers
45435,6,0,500mb,light,47,2017-06-03,Fiber,Settled Simplifiers
7078,9,0,500mb,medium,103,2025-06-05,Fiber,Settled Simplifiers
13682,7,0,500mb,heavy,67,2025-02-16,Fiber,Peak Performers
90186,1,0,1Gig,medium,119,2021-01-14,Fiber,Peak Performers
70965,7,0,2Gig,medium,89,2017-11-20,Fiber,Budget Balancers
41794,5,0,2Gig,heavy,120,2025-02-18,Fiber,Budget Balancers
35067,9,0,1Gig,light,40,2016-05-02,Fiber,Aspirational Adopters
69055,10,0,1Gig,medium,64,2020-05-24,Fiber,Aspirational Adopters
32009,8,0,1Gig,medium,78,2023-05-21,Fiber,Foolproof Followers
38363,2,0,1Gig,medium,13,2022-10-08,Fiber,Settled Simplifiers
72274,5,0,1Gig,heavy,85,2025-02-12,Fiber,Foolproof Followers
48095,2,0,500mb,medium,36,2024-06-13,Fiber,Budget Balancers
89019,2,0,500mb,medium,4,2019-08-08,Fiber,Budget Balancers
58136,6,0,Copper,light,40,2025-08-12,Copper,Aspirational Adopters
28874,4,1,Copper,medium,86,2020-12-15,Copper,Settled Simplifiers
46788,10,0,1Gig,heavy,57,2016-01-02,Fiber,Foolproof Followers
64872,3,0,1Gig,heavy,36,2025-03-02,Fiber,Peak Performers
26983,3,0,1Gig,medium,99,2017-02-21,Fiber,Peak Performers
